"B3571905";"AR219620";"GN83913827";7/7/2015 0:00:00
"B3571906";"AR222903";"GN83913827";7/7/2015 0:00:00
"B3571923";"AR218226";"GN83914355";8/7/2015 0:00:00
"b3572059";"AR212711";"GN83908296";6/7/2015 0:00:00
"B3572061";"AR211497";"GN83908296";6/7/2015 0:00:00
"B3579162";"AR234496";"GN83926797";9/7/2015 0:00:00
"B3579193";"AR241133";"GN83933459";10/7/2015 0:00:00
"B3579234";"AR233963";"GN8326797";9/7/2015 0:00:00
"b3579567";"AR121005";"GN83846516";18/6/2015 0:00:00
"b3579629";"AR112019";"GN3579629";12/6/2015 0:00:00
"b3579630";"AR109196";"GN83836869";12/6/2015 0:00:00
"B3579650";"AR109188";"GN83837168";12/6/2015 0:00:00
"b3579667";"AR108249";"GN83836869";12/6/2015 0:00:00
"B3580546";"AR120349";"GN83845915";17/6/2015 0:00:00
"B3596152";"AR241289";"GN83933459";10/7/2015 0:00:00
"B3596169";"AR245136";"GN83933459";10/7/2015 0:00:00
"B3596224";"AR245127";"GN83933459";10/7/2015 0:00:00
"b3614631";"AR253170";"GN83938585";13/7/2015 0:00:00
"B3614643";"AR248663";"GN83938585";13/7/2015 0:00:00
"b3614644";"AR251242";"GN83938585";13/7/2015 0:00:00
"B3614870";"AR265972";"GN951266";16/7/2015 0:00:00
"b3614871";"AR262946";"GN951266";16/7/2015 0:00:00
"B3614872";"AR264300";"GN951266";15/7/2015 0:00:00
"B3615035";"AR255975";"GN83945100";14/7/2015 0:00:00
"B3615036";"AR257919";"GN83945100";14/7/2015 0:00:00
"b3615037";"AR257986";"GN83945100";14/7/2015 0:00:00
"B3656254";"AR530131";"GN8416681";11/9/2015 0:00:00
"b3656257";"AR523206";"GN84146681";11/9/2015 0:00:00
"b3656258";"AR525388";"GN84146681";11/9/2015 0:00:00
"b3764601";"AR915721";"GN84393732";24/11/2015 0:00:00
"b3764602";"AR915739";"GN84393732";24/11/2015 0:00:00
"b3764619";"AR915731";"GN84365732";24/11/2015 0:00:00
"B3764874";"AR925885";"gn84398965";25/11/2015 0:00:00
"B3764876";"AR925906";"GN84398965";25/11/2015 0:00:00
"b3764950";"AR926833";"GN84398965";25/11/2015 0:00:00
"b3766990";"AR930706";"GN84404457";26/11/2015 0:00:00
"B3766993";"AR930736";"GN84404457";26/11/2015 0:00:00
